transID,blastNR,proteinID,geneName,CDSID,geneID
Ler_379880.p1.p1,sp|Q6PEH8|MED25_DANRE,Q6PEH8,MED25,Ler_379880.p1,nbisL1-mrna-9744
Ler_379880.p1.p6,sp|Q71SY5|MED25_HUMAN,Q71SY5,MED25,Ler_379880.p1,nbisL1-mrna-9744
Ler_66798.p3.p1,sp|Q99816|TS101_HUMAN,Q99816,TSG101,Ler_66798.p3,nbisL1-mrna-9860
Ler_66798.p3.p2,sp|Q99816|TS101_HUMAN,Q99816,TSG101,Ler_66798.p3,nbisL1-mrna-9860
Ler_66798.p3.p3,sp|Q61187|TS101_MOUSE,Q61187,TSG101,Ler_66798.p3,nbisL1-mrna-9860
MSTRG.13199.1.p1.p1,sp|Q99959|PKP2_HUMAN,Q99959,PKP2,MSTRG.13199.1.p1,MSTRG.13199
MSTRG.13355.1.p9.p1,sp|P43004|EAA2_HUMAN,P43004,SLC1A2,MSTRG.13355.1.p9,MSTRG.13355
Ler_151952.p1.p1,sp|Q1L8F4|T178B_DANRE,Q1L8F4,TMEM178B,Ler_151952.p1,nbisL1-mrna-9911
Ler_151952.p1.p3,sp|Q1L8F4|T178B_DANRE,Q1L8F4,TMEM178B,Ler_151952.p1,nbisL1-mrna-9911
MSTRG.13413.5.p1.p1,sp|F1NZI4|PGGHG_CHICK,F1NZI4,PGGHG,MSTRG.13413.5.p1,MSTRG.13413
MSTRG.13209.1.p1.p1,sp|Q0VC65|ETV6_BOVIN,Q0VC65,ETV6,MSTRG.13209.1.p1,MSTRG.13209
Ler_47758.p1.p1,sp|P10394|POL4_DROME,P10394,POL,Ler_47758.p1,nbisL1-mrna-9846
MSTRG.13341.1.p1.p1,sp|Q29RP8|KMT5B_BOVIN,Q29RP8,KMT5B,MSTRG.13341.1.p1,MSTRG.13341
MSTRG.13164.1.p6.p1,sp|Q9QZR5|HIPK2_MOUSE,Q9QZR5,HIPK2,MSTRG.13164.1.p6,MSTRG.13164
Ler_331662.p1.p1,sp|P10394|POL4_DROME,P10394,POL,Ler_331662.p1,nbisL1-mrna-9804
MSTRG.13158.4.p1.p2,sp|B5X4E0|CALUB_SALSA,B5X4E0,CALUB,MSTRG.13158.4.p1,MSTRG.13158
MSTRG.13288.1.p1.p1,sp|F6YVB9|E2F7_XENTR,F6YVB9,E2F7,MSTRG.13288.1.p1,MSTRG.13288
Ler_47620.p3.p3,sp|Q66GT5|PTPM1_MOUSE,Q66GT5,PTPMT1,Ler_47620.p3,nbisL1-mrna-9906
MSTRG.13187.11.p1.p1,sp|Q8C8U0|LIPB1_MOUSE,Q8C8U0,PPFIBP1,MSTRG.13187.11.p1,MSTRG.13187
MSTRG.13179.1.p1.p1,sp|Q1MX18|INSC_HUMAN,Q1MX18,INSC,MSTRG.13179.1.p1,MSTRG.13179
Ler_84176.p8.p2,sp|O75414|NDK6_HUMAN,O75414,NME6,Ler_84176.p8,nbisL1-mrna-9832
Ler_331653.p1.p1,sp|P08621|RU17_HUMAN,P08621,SNRNP70,Ler_331653.p1,nbisL1-mrna-9782
Ler_331653.p1.p4,sp|Q66II8|RU17_XENTR,Q66II8,SNRNP70,Ler_331653.p1,nbisL1-mrna-9782
MSTRG.13203.1.p15.p1,sp|Q9NZQ8|TRPM5_HUMAN,Q9NZQ8,TRPM5,MSTRG.13203.1.p15,MSTRG.13203
MSTRG.13203.1.p15.p2,sp|O94759|TRPM2_HUMAN,O94759,TRPM2,MSTRG.13203.1.p15,MSTRG.13203
Ler_318974.p1.p1,sp|Q92832|NELL1_HUMAN,Q92832,NELL1,Ler_318974.p1,nbisL1-mrna-9790
Ler_318974.p1.p4,sp|Q92832|NELL1_HUMAN,Q92832,NELL1,Ler_318974.p1,nbisL1-mrna-9790
MSTRG.13162.1.p1.p1,sp|Q566Y1|ELP4_DANRE,Q566Y1,ELP4,MSTRG.13162.1.p1,MSTRG.13162
MSTRG.13382.1.p1.p1,sp|P01344|IGF2_HUMAN,P01344,IGF2,MSTRG.13382.1.p1,MSTRG.13382
MSTRG.13130.8.p1.p4,sp|P98089|MUC2L_RAT,P98089,#N/A,MSTRG.13130.8.p1,MSTRG.13130
MSTRG.13130.2.p12.p1,sp|P98088|MUC5A_HUMAN,P98088,MUC5AC,MSTRG.13130.2.p12,MSTRG.13130
MSTRG.13198.1.p1.p1,sp|Q76KP1|B4GN4_HUMAN,Q76KP1,B4GALNT4,MSTRG.13198.1.p1,MSTRG.13198
MSTRG.13236.2.p1.p1,sp|E7EYQ9|TM216_DANRE,E7EYQ9,TMEM216,MSTRG.13236.2.p1,MSTRG.13236
Ler_347322.p3.p2,sp|P10394|POL4_DROME,P10394,POL,Ler_347322.p3,nbisL1-mrna-9841
Ler_347322.p3.p3,sp|P04323|POL3_DROME,P04323,POL,Ler_347322.p3,nbisL1-mrna-9841
Ler_302753.p2.p2,sp|Q19AZ8|THRB_PIG,Q19AZ8,F2,Ler_302753.p2,nbisL1-mrna-9901
Ler_302753.p2.p4,sp|P00735|THRB_BOVIN,P00735,F2,Ler_302753.p2,nbisL1-mrna-9901
Ler_234842.p1.p1,sp|P10394|POL4_DROME,P10394,POL,Ler_234842.p1,nbisL1-mrna-9894
Ler_234842.p1.p6,sp|Q9QBY3|POL_HV196,Q9QBY3,GAG-POL,Ler_234842.p1,nbisL1-mrna-9894
Ler_47642.p1.p1,sp|Q9Y2H1|ST38L_HUMAN,Q9Y2H1,STK38L,Ler_47642.p1,nbisL1-mrna-9916
Ler_234733.p1.p1,sp|Q5G872|SCUB2_DANRE,Q5G872,SCUBE2,Ler_234733.p1,nbisL1-mrna-9996
Ler_234733.p1.p4,sp|Q5G872|SCUB2_DANRE,Q5G872,SCUBE2,Ler_234733.p1,nbisL1-mrna-9996
MSTRG.13336.1.p1.p1,sp|Q5FW48|ASPDH_XENTR,Q5FW48,ASPDH,MSTRG.13336.1.p1,MSTRG.13336
MSTRG.13201.1.p1.p1,sp|Q56JX8|RS13_BOVIN,Q56JX8,RPS13,MSTRG.13201.1.p1,MSTRG.13201
MSTRG.13171.1.p1.p1,sp|P78524|DEN2B_HUMAN,P78524,DENND2B,MSTRG.13171.1.p1,MSTRG.13171
Ler_101079.p1.p1,sp|P84169|PSD13_CHICK,P84169,PSMD13,Ler_101079.p1,nbisL1-mrna-9871
Ler_101079.p1.p6,sp|Q5E964|PSD13_BOVIN,Q5E964,PSMD13,Ler_101079.p1,nbisL1-mrna-9871
Ler_84049.p3.p3,sp|Q9WUZ5|TNNI1_MOUSE,Q9WUZ5,TNNI1,Ler_84049.p3,nbisL1-mrna-9767
Ler_212877.p1.p1,sp|P10394|POL4_DROME,P10394,POL,Ler_212877.p1,nbisL1-mrna-9888
Ler_151981.p1.p1,sp|A0MLS5|BMAL1_HORSE,A0MLS5,BMAL1,Ler_151981.p1,nbisL1-mrna-9931
Ler_151981.p1.p4,sp|Q5R4T2|BMAL1_PONAB,Q5R4T2,BMAL1,Ler_151981.p1,nbisL1-mrna-9931
Ler_380020.p1.p1,sp|Q8BY87|UBP47_MOUSE,Q8BY87,USP47,Ler_380020.p1,nbisL1-mrna-9851
Ler_318983.p1.p1,sp|Q5F408|SYCC_CHICK,Q5F408,CARS1,Ler_318983.p1,nbisL1-mrna-9802
Ler_318983.p1.p2,sp|Q5F408|SYCC_CHICK,Q5F408,CARS1,Ler_318983.p1,nbisL1-mrna-9802
Ler_234659.p4.p1,sp|P17980|PRS6A_HUMAN,P17980,PSMC3,Ler_234659.p4,nbisL1-mrna-9936
Ler_234659.p4.p2,sp|O42586|PR6AB_XENLA,O42586,PSMC3-B,Ler_234659.p4,nbisL1-mrna-9936
Ler_234659.p4.p4,sp|P17980|PRS6A_HUMAN,P17980,PSMC3,Ler_234659.p4,nbisL1-mrna-9936
Ler_234659.p4.p5,sp|P17980|PRS6A_HUMAN,P17980,PSMC3,Ler_234659.p4,nbisL1-mrna-9936
MSTRG.13255.2.p1.p1,sp|Q7ZVW1|TM117_DANRE,Q7ZVW1,TMEM117,MSTRG.13255.2.p1,MSTRG.13255
MSTRG.13255.2.p1.p2,sp|O43903|GAS2_HUMAN,O43903,GAS2,MSTRG.13255.2.p1,MSTRG.13255
MSTRG.13255.2.p1.p5,sp|Q8BH18|TM117_MOUSE,Q8BH18,TMEM117,MSTRG.13255.2.p1,MSTRG.13255
Ler_363259.p1.p1,sp|Q92142|TPH1_XENLA,Q92142,TPH1,Ler_363259.p1,nbisL1-mrna-9856
Ler_379863.p1.p1,sp|O95628|CNOT4_HUMAN,O95628,CNOT4,Ler_379863.p1,nbisL1-mrna-9722
Ler_379863.p1.p3,sp|O95628|CNOT4_HUMAN,O95628,CNOT4,Ler_379863.p1,nbisL1-mrna-9722
MSTRG.13357.1.p1.p1,sp|P07898|PGCA_CHICK,P07898,ACAN,MSTRG.13357.1.p1,MSTRG.13357
MSTRG.13303.1.p1.p1,sp|Q96A44|SPSB4_HUMAN,Q96A44,SPSB4,MSTRG.13303.1.p1,MSTRG.13303
Ler_302797.p1.p1,sp|P40239|CD9_FELCA,P40239,CD9,Ler_302797.p1,nbisL1-mrna-9784
MSTRG.13223.1.p1.p1,sp|Q8BR26|IFM10_MOUSE,Q8BR26,IFITM10,MSTRG.13223.1.p1,MSTRG.13223
MSTRG.13200.1.p1.p1,sp|Q8CG76|ARK72_MOUSE,Q8CG76,AKR7A2,MSTRG.13200.1.p1,MSTRG.13200
MSTRG.13275.1.p1.p1,sp|Q07782|S13A1_RAT,Q07782,SLC13A1,MSTRG.13275.1.p1,MSTRG.13275
MSTRG.13237.2.p1.p1,sp|Q5ZL33|STRAP_CHICK,Q5ZL33,STRAP,MSTRG.13237.2.p1,MSTRG.13237
MSTRG.13427.3.p1.p1,sp|Q9P1Y6|PHRF1_HUMAN,Q9P1Y6,PHRF1,MSTRG.13427.3.p1,MSTRG.13427
MSTRG.13335.1.p1.p1,sp|O95373|IPO7_HUMAN,O95373,IPO7,MSTRG.13335.1.p1,MSTRG.13335
Ler_256682.p1.p1,sp|Q9UBM8|MGT4C_HUMAN,Q9UBM8,MGAT4C,Ler_256682.p1,nbisL1-mrna-9807
MSTRG.13280.1.p1.p1,sp|Q8BLX4|FUCT1_MOUSE,Q8BLX4,SLC35C1,MSTRG.13280.1.p1,MSTRG.13280
Ler_280684.p2.p2,sp|Q9NYB5|SO1C1_HUMAN,Q9NYB5,SLCO1C1,Ler_280684.p2,nbisL1-mrna-9742
Ler_280684.p2.p3,sp|Q9NYB5|SO1C1_HUMAN,Q9NYB5,SLCO1C1,Ler_280684.p2,nbisL1-mrna-9742
Ler_302791.p2.p7,sp|P49710|HCLS1_MOUSE,P49710,HCLS1,Ler_302791.p2,nbisL1-mrna-9774
Ler_47622.p1.p1,sp|Q3ZCC3|TRAF6_BOVIN,Q3ZCC3,TRAF6,Ler_47622.p1,nbisL1-mrna-9919
Ler_47622.p1.p3,sp|P70196|TRAF6_MOUSE,P70196,TRAF6,Ler_47622.p1,nbisL1-mrna-9919
MSTRG.13151.1.p1.p1,sp|E7F211|TTC17_DANRE,E7F211,TTC17,MSTRG.13151.1.p1,MSTRG.13151
MSTRG.13244.1.p1.p1,sp|Q14789|GOGB1_HUMAN,Q14789,GOLGB1,MSTRG.13244.1.p1,MSTRG.13244
Ler_331599.p3.p3,sp|Q9UHQ9|NB5R1_HUMAN,Q9UHQ9,CYB5R1,Ler_331599.p3,nbisL1-mrna-9909
MSTRG.13186.1.p5.p1,sp|Q8C8U0|LIPB1_MOUSE,Q8C8U0,PPFIBP1,MSTRG.13186.1.p5,MSTRG.13186
MSTRG.13242.1.p1.p1,sp|Q6XD76|ASCL4_HUMAN,Q6XD76,ASCL4,MSTRG.13242.1.p1,MSTRG.13242
Ler_133915.p1.p1,sp|P0CV25|RLR78_PLAVT,P0CV25,RXLR78,Ler_133915.p1,nbisL1-mrna-9881
Ler_133915.p1.p3,sp|O02751|CFDP2_BOVIN,O02751,CFDP2,Ler_133915.p1,nbisL1-mrna-9881
Ler_47791.p1.p1,sp|P10394|POL4_DROME,P10394,POL,Ler_47791.p1,nbisL1-mrna-9815
Ler_47791.p1.p2,sp|P10394|POL4_DROME,P10394,POL,Ler_47791.p1,nbisL1-mrna-9815
Ler_133924.p5.p5,sp|Q7LHG5|YI31B_YEAST,Q7LHG5,TY3B-I,Ler_133924.p5,nbisL1-mrna-9817
Ler_318980.p1.p1,sp|Q93063|EXT2_HUMAN,Q93063,EXT2,Ler_318980.p1,nbisL1-mrna-9803
Ler_318980.p1.p5,sp|Q93063|EXT2_HUMAN,Q93063,EXT2,Ler_318980.p1,nbisL1-mrna-9803
Ler_380038.p1.p1,sp|Q8BY87|UBP47_MOUSE,Q8BY87,USP47,Ler_380038.p1,nbisL1-mrna-9850
Ler_318976.p3.p3,sp|Q1LZ94|RBTN2_BOVIN,Q1LZ94,LMO2,Ler_318976.p3,nbisL1-mrna-9943
Ler_331851.p2.p1,sp|O00429|DNM1L_HUMAN,O00429,DNM1L,Ler_331851.p2,nbisL1-mrna-10140
Ler_331851.p2.p2,sp|Q7SXN5|DNM1L_DANRE,Q7SXN5,DNM1L,Ler_331851.p2,nbisL1-mrna-10140
Ler_331851.p2.p3,sp|O00429|DNM1L_HUMAN,O00429,DNM1L,Ler_331851.p2,nbisL1-mrna-10140
MSTRG.13725.5.p1.p1,sp|O42574|ADRB1_XENLA,O42574,ADRB1,MSTRG.13725.5.p1,MSTRG.13725
MSTRG.13568.1.p1.p1,sp|Q7ZUM8|UBP44_DANRE,Q7ZUM8,USP44,MSTRG.13568.1.p1,MSTRG.13568
Ler_380102.p4.p4,sp|F1QCV2|HDA10_DANRE,F1QCV2,HDAC10,Ler_380102.p4,nbisL1-mrna-10041
Ler_380102.p4.p7,sp|Q969S8|HDA10_HUMAN,Q969S8,HDAC10,Ler_380102.p4,nbisL1-mrna-10041
MSTRG.13759.6.p2.p2,sp|Q9NTI7|INKA2_HUMAN,Q9NTI7,INKA2,MSTRG.13759.6.p2,MSTRG.13759
MSTRG.13585.1.p1.p1,sp|O60870|KIN17_HUMAN,O60870,KIN,MSTRG.13585.1.p1,MSTRG.13585
MSTRG.13778.3.p1.p1,sp|Q92551|IP6K1_HUMAN,Q92551,IP6K1,MSTRG.13778.3.p1,MSTRG.13778
Ler_319177.p1.p1,sp|Q9NWZ3|IRAK4_HUMAN,Q9NWZ3,IRAK4,Ler_319177.p1,nbisL1-mrna-10217
MSTRG.13594.1.p1.p1,sp|Q5ZLX4|ARHG3_CHICK,Q5ZLX4,ARHGEF3,MSTRG.13594.1.p1,MSTRG.13594
MSTRG.13570.1.p5.p1,sp|Q61809|LRRN1_MOUSE,Q61809,LRRN1,MSTRG.13570.1.p5,MSTRG.13570
MSTRG.13533.2.p1.p1,sp|Q5EA28|CXXC1_BOVIN,Q5EA28,CXXC1,MSTRG.13533.2.p1,MSTRG.13533
Ler_281178.p1.p1,sp|Q6UXG2|ELAP1_HUMAN,Q6UXG2,ELAPOR1,Ler_281178.p1,nbisL1-mrna-10114
MSTRG.13753.2.p1.p1,sp|P14384|CBPM_HUMAN,P14384,CPM,MSTRG.13753.2.p1,MSTRG.13753
MSTRG.13662.1.p1.p1,sp|Q80XP9|WNK3_MOUSE,Q80XP9,WNK3,MSTRG.13662.1.p1,MSTRG.13662
MSTRG.13673.1.p8.p1,sp|O14994|SYN3_HUMAN,O14994,SYN3,MSTRG.13673.1.p8,MSTRG.13673
MSTRG.13673.1.p8.p3,sp|O14994|SYN3_HUMAN,O14994,SYN3,MSTRG.13673.1.p8,MSTRG.13673
MSTRG.13630.1.p1.p1,sp|Q2QL79|CAV1_DIDVI,Q2QL79,CAV1,MSTRG.13630.1.p1,MSTRG.13630
Ler_152151.p21.p3,sp|Q8K4D6|CP4X1_RAT,Q8K4D6,CYP4X1,Ler_152151.p21,nbisL1-mrna-10014
Ler_152151.p21.p6,sp|Q8SPK1|CP4AO_PIG,Q8SPK1,CYP4A24,Ler_152151.p21,nbisL1-mrna-10014
Ler_152151.p21.p8,sp|P13584|CP4B1_HUMAN,P13584,CYP4B1,Ler_152151.p21,nbisL1-mrna-10014
Ler_380113.p1.p1,sp|Q8QZV7|INT13_MOUSE,Q8QZV7,INTS13,Ler_380113.p1,nbisL1-mrna-10040
Ler_380113.p1.p2,sp|Q6DIK0|INT13_XENTR,Q6DIK0,INTS13,Ler_380113.p1,nbisL1-mrna-10040
MSTRG.13487.1.p1.p1,sp|O88632|SEM3F_MOUSE,O88632,SEMA3F,MSTRG.13487.1.p1,MSTRG.13487
MSTRG.13660.3.p1.p1,sp|Q8MJJ9|FBLN1_CHLAE,Q8MJJ9,FBLN1,MSTRG.13660.3.p1,MSTRG.13660
Ler_319178.p1.p1,sp|Q56JV6|TWF1_BOVIN,Q56JV6,TWF1,Ler_319178.p1,nbisL1-mrna-10218
Ler_319178.p1.p4,sp|Q5ZM35|TWF2_CHICK,Q5ZM35,TWF2,Ler_319178.p1,nbisL1-mrna-10218
MSTRG.13545.1.p1.p1,sp|Q9HCU4|CELR2_HUMAN,Q9HCU4,CELSR2,MSTRG.13545.1.p1,MSTRG.13545
Ler_331925.p3.p3,sp|A0JNK6|TM243_BOVIN,A0JNK6,TMEM243,Ler_331925.p3,nbisL1-mrna-10219
MSTRG.13591.1.p11.p1,sp|Q5VWG9|TAF3_HUMAN,Q5VWG9,TAF3,MSTRG.13591.1.p11,MSTRG.13591
MSTRG.13591.1.p11.p7,sp|Q5VWG9|TAF3_HUMAN,Q5VWG9,TAF3,MSTRG.13591.1.p11,MSTRG.13591
Ler_47975.p2.p2,sp|P09645|TBA8_CHICK,P09645,#N/A,Ler_47975.p2,nbisL1-mrna-10147
Ler_47975.p2.p3,sp|P02553|TBA_LYTPI,P02553,#N/A,Ler_47975.p2,nbisL1-mrna-10147
MSTRG.13713.1.p1.p1,sp|Q9R0U1|IP6K2_RAT,Q9R0U1,IP6K2,MSTRG.13713.1.p1,MSTRG.13713
MSTRG.13574.1.p1.p1,sp|Q8VHX6|FLNC_MOUSE,Q8VHX6,FLNC,MSTRG.13574.1.p1,MSTRG.13574
Ler_191988.p1.p1,sp|Q5ZK36|ING3_CHICK,Q5ZK36,ING3,Ler_191988.p1,nbisL1-mrna-10222
Ler_191988.p1.p4,sp|Q7ZX31|ING3_XENLA,Q7ZX31,ING3,Ler_191988.p1,nbisL1-mrna-10222
MSTRG.13764.1.p1.p1,sp|Q98936|PTPRG_CHICK,Q98936,PTPRG,MSTRG.13764.1.p1,MSTRG.13764
MSTRG.13719.3.p1.p1,sp|P56571|ES1_RAT,P56571,#N/A,MSTRG.13719.3.p1,MSTRG.13719
Ler_331903.p1.p1,sp|O75069|TMCC2_HUMAN,O75069,TMCC2,Ler_331903.p1,nbisL1-mrna-10184
Ler_331825.p5.p5,sp|Q8I7P9|POL5_DROME,Q8I7P9,POL,Ler_331825.p5,nbisL1-mrna-10025
Ler_303142.p1.p1,sp|Q02053|UBA1_MOUSE,Q02053,UBA1,Ler_303142.p1,nbisL1-mrna-10223
Ler_303142.p1.p2,sp|Q02053|UBA1_MOUSE,Q02053,UBA1,Ler_303142.p1,nbisL1-mrna-10223
Ler_303142.p1.p3,sp|P31255|UBE1Y_OSPRU,P31255,UBE1Y,Ler_303142.p1,nbisL1-mrna-10223
Ler_303142.p1.p5,sp|A3KMV5|UBA1_BOVIN,A3KMV5,UBA1,Ler_303142.p1,nbisL1-mrna-10223
MSTRG.13572.1.p1.p1,sp|Q8TEM1|PO210_HUMAN,Q8TEM1,NUP210,MSTRG.13572.1.p1,MSTRG.13572
MSTRG.13572.1.p1.p2,sp|Q5VU65|P210L_HUMAN,Q5VU65,NUP210L,MSTRG.13572.1.p1,MSTRG.13572
MSTRG.13550.2.p1.p1,sp|O43157|PLXB1_HUMAN,O43157,PLXNB1,MSTRG.13550.2.p1,MSTRG.13550
MSTRG.13550.2.p1.p11,sp|Q8CJH3|PLXB1_MOUSE,Q8CJH3,PLXNB1,MSTRG.13550.2.p1,MSTRG.13550
MSTRG.13792.1.p1.p1,sp|O08816|WASL_RAT,O08816,WASL,MSTRG.13792.1.p1,MSTRG.13792
Ler_212999.p1.p1,sp|Q3UA37|QRIC1_MOUSE,Q3UA37,QRICH1,Ler_212999.p1,nbisL1-mrna-10071
Ler_212999.p1.p5,sp|Q2TAL8|QRIC1_HUMAN,Q2TAL8,QRICH1,Ler_212999.p1,nbisL1-mrna-10071
Ler_347421.p1.p1,sp|P10394|POL4_DROME,P10394,POL,Ler_347421.p1,nbisL1-mrna-10030
Ler_303146.p2.p1,sp|Q09YN5|MET_RABIT,Q09YN5,MET,Ler_303146.p2,nbisL1-mrna-10224
Ler_303146.p2.p2,sp|P16056|MET_MOUSE,P16056,MET,Ler_303146.p2,nbisL1-mrna-10224
Ler_303146.p2.p6,sp|A1X150|MET_ECHTE,A1X150,MET,Ler_303146.p2,nbisL1-mrna-10224
MSTRG.13785.3.p1.p1,sp|P15586|GNS_HUMAN,P15586,GNS,MSTRG.13785.3.p1,MSTRG.13785
Ler_66922.p1.p1,sp|P10394|POL4_DROME,P10394,POL,Ler_66922.p1,nbisL1-mrna-10058
Ler_347413.p1.p1,sp|Q9R0K7|AT2B2_MOUSE,Q9R0K7,ATP2B2,Ler_347413.p1,nbisL1-mrna-10139
MSTRG.13491.1.p3.p1,sp|Q2HJE4|UBP15_BOVIN,Q2HJE4,USP15,MSTRG.13491.1.p3,MSTRG.13491
MSTRG.13507.1.p1.p1,sp|A1YFA7|PQBP1_GORGO,A1YFA7,PQBP1,MSTRG.13507.1.p1,MSTRG.13507
Ler_347473.p8.p4,sp|Q0P5L5|SUMF1_BOVIN,Q0P5L5,SUMF1,Ler_347473.p8,nbisL1-mrna-10183
MSTRG.13691.1.p1.p1,sp|Q9CQY6|UQCC2_MOUSE,Q9CQY6,UQCC2,MSTRG.13691.1.p1,MSTRG.13691
Ler_396870.p1.p1,sp|Q7Z3G6|PRIC2_HUMAN,Q7Z3G6,PRICKLE2,Ler_396870.p1,nbisL1-mrna-10079
MSTRG.13768.1.p1.p1,sp|Q25C93|FEZF1_DANRE,Q25C93,FEZF1,MSTRG.13768.1.p1,MSTRG.13768
MSTRG.13553.6.p2.p1,sp|P78362|SRPK2_HUMAN,P78362,SRPK2,MSTRG.13553.6.p2,MSTRG.13553
MSTRG.13553.6.p2.p2,sp|O54781|SRPK2_MOUSE,O54781,SRPK2,MSTRG.13553.6.p2,MSTRG.13553
MSTRG.13560.1.p1.p1,sp|P41971|ELK3_MOUSE,P41971,ELK3,MSTRG.13560.1.p1,MSTRG.13560
MSTRG.13672.1.p1.p1,sp|Q03181|PPARD_HUMAN,Q03181,PPARD,MSTRG.13672.1.p1,MSTRG.13672
MSTRG.13706.1.p1.p1,sp|Q99LJ0|CT2NL_MOUSE,Q99LJ0,CTTNBP2NL,MSTRG.13706.1.p1,MSTRG.13706
MSTRG.13547.1.p1.p1,sp|Q9ESJ4|SPN90_MOUSE,Q9ESJ4,NCKIPSD,MSTRG.13547.1.p1,MSTRG.13547
Ler_331802.p1.p1,sp|P04323|POL3_DROME,P04323,POL,Ler_331802.p1,nbisL1-mrna-10026
Ler_331765.p1.p1,sp|P10394|POL4_DROME,P10394,POL,Ler_331765.p1,nbisL1-mrna-9999
Ler_331765.p1.p4,sp|P04323|POL3_DROME,P04323,POL,Ler_331765.p1,nbisL1-mrna-9999
MSTRG.13771.1.p1.p1,sp|P20488|SYPH_BOVIN,P20488,SYP,MSTRG.13771.1.p1,MSTRG.13771
MSTRG.13463.3.p4.p1,sp|Q05B50|THG1_BOVIN,Q05B50,THG1L,MSTRG.13463.3.p4,MSTRG.13463
Ler_47838.p1.p1,sp|P10394|POL4_DROME,P10394,POL,Ler_47838.p1,nbisL1-mrna-10031
MSTRG.13711.3.p1.p1,sp|Q80V72|IP6K2_MOUSE,Q80V72,IP6K2,MSTRG.13711.3.p1,MSTRG.13711
MSTRG.13711.3.p1.p2,sp|Q95221|IP6K2_RABIT,Q95221,IP6K2,MSTRG.13711.3.p1,MSTRG.13711
MSTRG.13490.1.p2.p2,sp|Q6DHE8|RHOAD_DANRE,Q6DHE8,RHOAD,MSTRG.13490.1.p2,MSTRG.13490
MSTRG.13690.1.p4.p1,sp|Q99PV5|BHE41_MOUSE,Q99PV5,BHLHE41,MSTRG.13690.1.p4,MSTRG.13690
Ler_234905.p1.p1,sp|P70110|CD36_MESAU,P70110,CD36,Ler_234905.p1,nbisL1-mrna-10171
MSTRG.13469.1.p1.p1,sp|Q5EAD8|LRC51_BOVIN,Q5EAD8,LRRC51,MSTRG.13469.1.p1,MSTRG.13469
Ler_363504.p1.p1,sp|Q8R0S2|IQEC1_MOUSE,Q8R0S2,IQSEC1,Ler_363504.p1,nbisL1-mrna-10178
Ler_47852.p2.p2,sp|Q64568|AT2B3_RAT,Q64568,ATP2B3,Ler_47852.p2,nbisL1-mrna-10136
MSTRG.13633.2.p1.p1,sp|Q08874|MITF_MOUSE,Q08874,MITF,MSTRG.13633.2.p1,MSTRG.13633
MSTRG.13526.2.p4.p1,sp|Q0P5J8|STRP1_BOVIN,Q0P5J8,STRIP1,MSTRG.13526.2.p4,MSTRG.13526
MSTRG.13526.2.p4.p2,sp|Q9BVL4|SELO_HUMAN,Q9BVL4,SELENOO,MSTRG.13526.2.p4,MSTRG.13526
MSTRG.13494.7.p5.p1,sp|P52756|RBM5_HUMAN,P52756,RBM5,MSTRG.13494.7.p5,MSTRG.13494
MSTRG.13494.7.p5.p5,sp|A4IGK4|RBM5_XENTR,A4IGK4,RBM5,MSTRG.13494.7.p5,MSTRG.13494
MSTRG.13786.1.p8.p2,sp|Q99MK9|RASF1_MOUSE,Q99MK9,RASSF1,MSTRG.13786.1.p8,MSTRG.13786
Ler_48083.p1.p1,sp|Q5FWU8|ZMY10_XENLA,Q5FWU8,ZMYND10,Ler_48083.p1,nbisL1-mrna-10234
Ler_134090.p1.p1,sp|Q63481|RAB7L_RAT,Q63481,RAB29,Ler_134090.p1,nbisL1-mrna-10163
Ler_331920.p2.p2,sp|Q568K9|FA50A_DANRE,Q568K9,FAM50A,Ler_331920.p2,nbisL1-mrna-10215
Ler_331847.p2.p2,sp|Q641K5|NUAK1_MOUSE,Q641K5,NUAK1,Ler_331847.p2,nbisL1-mrna-10020
MSTRG.13668.1.p1.p1,sp|P18288|TBAT_ONCMY,P18288,#N/A,MSTRG.13668.1.p1,MSTRG.13668
MSTRG.13611.1.p4.p1,sp|P28685|CNTN2_CHICK,P28685,CNTN2,MSTRG.13611.1.p4,MSTRG.13611
MSTRG.13579.5.p1.p1,sp|A0JNA3|IMDH1_BOVIN,A0JNA3,IMPDH1,MSTRG.13579.5.p1,MSTRG.13579
MSTRG.13558.3.p1.p1,sp|P49117|NR2C2_MOUSE,P49117,NR2C2,MSTRG.13558.3.p1,MSTRG.13558
MSTRG.13705.1.p1.p1,sp|Q05195|MAD1_HUMAN,Q05195,MXD1,MSTRG.13705.1.p1,MSTRG.13705
Ler_118062.p1.p1,sp|E1BTG2|LMOD2_CHICK,E1BTG2,LMOD2,Ler_118062.p1,nbisL1-mrna-10063
Ler_118062.p1.p2,sp|E1BTG2|LMOD2_CHICK,E1BTG2,LMOD2,Ler_118062.p1,nbisL1-mrna-10063
Ler_331840.p1.p1,sp|P10394|POL4_DROME,P10394,POL,Ler_331840.p1,nbisL1-mrna-10021
MSTRG.13772.1.p2.p2,sp|Q8CFE6|S38A2_MOUSE,Q8CFE6,SLC38A2,MSTRG.13772.1.p2,MSTRG.13772
MSTRG.13750.2.p2.p2,sp|Q5T5A4|CF276_HUMAN,Q5T5A4,CFAP276,MSTRG.13750.2.p2,MSTRG.13750
